"Category","Sub Category","Units","1-Acetylpiperidine","4-Acetylmorpholine","Hexahydro-1H-azepine-1-carbaldehyde","N-Formylpiperidine","Butanedial","Tetramethylene sulfoxide","1,2-Cyclohexanedione","2-Methoxy-1,3-dioxolane","2-Methylpyrazine","3-Methoxypropionitrile","Acetone","Caprolactone","Cyclobutanone","Cycloheptanone","Cyclopentanone","Cyrene","Diisopropyl methylphosphonate","Butyl sulfoxide","Dimethyl sulfoxide","Ethyl cyanoacetate","1,3-Dioxolan-2-one, 4-[(acetyloxy)methyl]-","Methyl acetoacetate","Methyl cyanoacetate","N,N-Diethyl Acetamide","N,N-Diethylformamide","1-Butylpyrrolidin-2-one","Triethyl phosphate","γ-Butyrolactone","Î³-Valerolactone","N-methyl-2-pyrrolidone","β-Methyl-δ-valerolactone","3,4-(Methylenedioxy)benzaldehyde","Octadecylamine","PFOS - Heptadecafluorooctanesulfonic acid solution"
"Work Environment Process Specific Factors","Vibration","Memo for Class 2 Medium Machine (mm/s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Class 3 Large Rigid Foundation (mm/s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Memo for Class 3 Large Rigid Foundation (mm/s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Class 4 Large Soft Foundation (mm/s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Memo for Class 4 Large Soft Foundation (mm/s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Key Phrases for rotating equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Memo for Key Phrases for rotating equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Hand held devices Vibration Magnitude (m/s²)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Memo for Hand held devices Vibration Magnitude (m/s²)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Key Phrases for handheld equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Vibration","Memo for Key Phrases for handheld equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Ergonomic Hazard","Occurence","","","","","","","2","","6","4","6","4","4","","","2","","","4","","","","","4","","6","4","4","4","6","","","","8"
"Work Environment Process Specific Factors","Ergonomic Hazard","Memo for Occurence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Ergonomic Hazard","Hazard Level","","","","","","","2","","6","2","4","4","4","","","2","","","6","","","","","4","","6","4","4","4","6","","","","8"
"Work Environment Process Specific Factors","Ergonomic Hazard","Memo for Hazard Level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Work Overload and Pace: Work Load ","","","","","","","2","6","","2","","","","2","","2","2","","10","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Memo for Work Overload and Pace: Work Load ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Work Overload and Pace: Machine Pacing","","","","","","","2","2","","2","","","","","","","2","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Memo for Work Overload and Pace: Machine Pacing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Work Overload and Pace: Time Constraints","","","","","","","2","2","","2","","","","","","","","","8","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Memo for Work Overload and Pace: Time Constraints","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Work Schedule: Shift Work","","","","","","","2","2","","2","","","","","","","","","8","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Memo for Work Schedule: Shift Work","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Work Schedule: Work Isolation","","","","","","","2","","6","","","2","","","","6","","","","","","","","6","","6","6","2","2","6","","6","6","8"
"Work Environment Process Specific Factors","Psychosocial Hazard","Memo for Work Schedule: Work Isolation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SDS Obtain special instructions before use","","","SDS Store locked up",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Control","","","","","","","2","","6","","","4","","","","2","","","2","","","","","6","","4","6","4","4","6","","6","6","8"
"Work Environment Process Specific Factors","Psychosocial Hazard","Memo for Control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Work Environment & Equipment: Equipment Stability","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Memo for Work Environment & Equipment: Equipment Stability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Work Environment & Equipment: Work Space","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Psychosocial Hazard","Memo for Work Environment & Equipment: Work Space","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Pressure System","Pressure (Delta % Change From Ambient)","","","","","","","","","0","","0.00","0.00","","","0.00","","","","","","","","","","","","0.00","0.00","0.00","0.00","","","",""
"Work Environment Process Specific Factors","High/Low Pressure System","Memo for Pressure (Delta % Change From Ambient)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Pressure System","GHS Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Pressure System","Memo for GHS Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Pressure System","Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Pressure System","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Temperature - System","Temperature (Delta % Change From Ambient)","","","","","","","","","","","0.00","5.00","","","5.00","","","","","","","","","","","","0.00","5.00","0.00","","","","",""
"Work Environment Process Specific Factors","High/Low Temperature - System","Memo for Temperature (Delta % Change From Ambient)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Temperature - System","GHS Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Temperature - System","Memo for GHS Phrase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Temperature - System","Key Phrases - hot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Temperature - System","Memo for Key Phrases - hot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Temperature - System","Key Phrases - cold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","High/Low Temperature - System","Memo for Key Phrases - cold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Water Use","% Water Change","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Water Use","Memo for % Water Change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Water Use","Reuse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Water Use","Memo for Reuse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Water Use","Key Phrases - water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Water Use","Memo for Key Phrases - water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Energy Use","% Energy Change","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Energy Use","Memo for % Energy Change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Energy Use","Key Phrases - Energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Energy Use","Memo for Key Phrases - Energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Exposure Potential","Occurrence: Near Certain","6","2","6","10","2","6","2","6","","6","","","6","","","2","6","2","","6","2","2","2","","2","","","","","","2","2","",""
"Work Environment Process Specific Factors","Exposure Potential","Memo for Occurrence: Near Certain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Exposure Potential","Occurrence: Highly Likely","6","2","6","10","2","4","2","4","","4","","","4","","","2","6","4","","4","2","2","2","","2","","","","","","2","","","10"
"Work Environment Process Specific Factors","Exposure Potential","Memo for Occurrence: Highly Likely","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Exposure Potential","Occurrence: Likely","6","2","6","10","2","4","2","2","4","2","4","4","4","","4","2","6","4","4","4","2","2","2","6","2","4","6","4","4","6","2","","6",""
"Work Environment Process Specific Factors","Exposure Potential","Memo for Occurrence: Likely","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Exposure Potential","Occurrence: Unlikely","6","2","6","8","2","6","2","2","","2","","","2","","","2","6","6","","2","2","2","2","","2","","","","","","2","","",""
"Work Environment Process Specific Factors","Exposure Potential","Memo for Occurrence: Unlikely","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Work Environment Process Specific Factors","Exposure Potential","Occurrence: Remote","4","2","4","6","2","4","2","4","","2","","","2","","","2","4","2","","","2","2","2","","2","","","","","","2","2","",""
"Work Environment Process Specific Factors","Exposure Potential","Memo for Occurrence: Remote","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Renewable to Nonrenewable Resource ","% Renewable Materials","","","","0","100","0","","","","","","","","","","100","0","0","","0","100","100","0","","100","","","","","","","","",""
"Life Cycle Factors","Renewable to Nonrenewable Resource ","Memo for % Renewable Materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Renewable to Nonrenewable Resource ","Key Words","10","10","10","10","2","10","2","10","","10","","","2","2","","2","10","10","","10","2","2","10","","2","","","","","","2","2","",""
"Life Cycle Factors","Renewable to Nonrenewable Resource ","Memo for Key Words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Upstream Processing and Manufacturing","Key Phrases hazardous materials","8","4","8","8","4","6","2","4","8","6","6","4","4","4","4","2","6","6","8","6","6","6","6","6","6","6","6","4","4","6","4","6","8","10"
"Life Cycle Factors","Upstream Processing and Manufacturing","Memo for Key Phrases hazardous materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Upstream Processing and Manufacturing","Key Phrases enegy and resources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Upstream Processing and Manufacturing","Memo for Key Phrases enegy and resources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Distribution","Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Distribution","Memo for Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Usage and Retail","Key Phrases","6","","","","","6","2","4","6","4","2","4","4","4","6","2","6","6","6","6","2","2","2","6","6","6","6","4","2","10","2","6","6","10"
"Life Cycle Factors","Usage and Retail","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","End of life","Key Phrases","","","","","","","2","4","6","","6","4","","","4","2","","4","4","4","4","2","4","6","6","4","4","4","4","6","","6","6","8"
"Life Cycle Factors","End of life","Memo for Key Phrases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SDS Avoid release to the environment",""
"Life Cycle Factors","Recycling","% Recyclable in process","0","","0","0","0","100","0","0","","0","","","0","0","","0","0","0","","0","0","0","0","","100","","","","","50.00","100","0","",""
"Life Cycle Factors","Recycling","Memo for % Recyclable in process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Recycling","Key Words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Cycle Factors","Recycling","Memo for Key Words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Environmental Certification"," "," ","-1","-1","-1","-1","-1","-1","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","-1","false","false","false"
